GEOID20,Name,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,county_fips,county_name
45051000217, WINDY HILL #1                     ,             747,           273,           456,             818,           313,           505,             828,           231,           571,            815,          217,          572,            749,          220,          508,           749,         203,         515,                894,              252,              627,            1116,           314,           791,           1115,          307,          788,45051,Horry
45051000126, DUNES #3                          ,             592,           228,           353,             655,           217,           438,             726,           244,           449,            715,          206,          498,            619,          252,          370,           619,         233,         376,                728,              277,              439,             842,           363,           468,            846,          359,          479,45051,Horry
45051000119, CRESENT                           ,             925,           358,           545,             966,           359,           607,            1053,           286,           723,           1030,          269,          721,            861,          305,          556,           861,         279,         562,               1084,              330,              734,            1360,           427,           927,           1357,          434,          900,45051,Horry
45051000202, SOCASTEE #4                       ,             875,           321,           542,             769,           257,           512,             772,           214,           519,            735,          193,          523,            635,          219,          414,           632,         201,         414,                824,              255,              550,            1083,           341,           728,           1074,          355,          694,45051,Horry
45051000199, SOCASTEE #1                       ,            1054,           388,           650,             869,           293,           576,             892,           247,           608,            863,          225,          617,            717,          243,          473,           711,         227,         469,                964,              296,              649,            1295,           405,           878,           1299,          432,          838,45051,Horry
45051000227, LAKE PARK #2                      ,             830,           372,           446,             782,           296,           486,             842,           260,           548,            804,          246,          535,            602,          268,          334,           600,         258,         324,                844,              335,              491,            1123,           474,           630,           1120,          506,          593,45051,Horry
45051000201, SOCASTEE #3                       ,            1468,           468,           984,            1671,           478,          1193,            2320,           597,          1632,           2231,          504,         1673,           1638,          533,         1098,          1638,         495,        1112,               2291,              659,             1588,            2953,           882,          2035,           2955,          922,         1974,45051,Horry
45051000135, FORESTBROOK                       ,            1442,           538,           876,            1494,           540,           954,            2015,           599,          1332,           1938,          530,         1357,           1638,          583,         1054,          1641,         564,        1042,               2072,              691,             1340,            2607,           925,          1659,           2589,          928,         1607,45051,Horry
45051000150, JACKSON BLUFF                     ,             385,           146,           228,             354,           118,           236,             343,            86,           233,            339,           73,          250,            308,           97,          215,           311,          82,         217,                369,              101,              259,             458,           127,           327,            459,          140,          310,45051,Horry
45051000192, RED HILL #1                       ,             564,           211,           336,             576,           166,           410,             718,           178,           497,            705,          190,          491,            422,          120,          294,           422,         110,         293,                625,              180,              427,             757,           232,           510,            758,          248,          496,45051,Horry
45051000213, WEST CONWAY                       ,             385,           171,           203,             380,           190,           190,             394,           179,           202,            384,          166,          212,            352,          186,          163,           354,         163,         179,                424,              205,              213,             548,           267,           274,            546,          274,          263,45051,Horry
45051000179, OCEAN DRIVE #1                    ,             988,           312,           654,            1059,           347,           712,            1344,           352,           952,           1305,          282,          985,           1180,          354,          832,          1182,         334,         832,               1427,              389,             1019,            1772,           484,          1263,           1773,          498,         1254,45051,Horry
45051000186, PLEASANT VIEW                     ,             441,            82,           346,             395,            66,           329,             403,            50,           348,            395,           48,          340,            290,           29,          262,           288,          28,         259,                372,               45,              324,             431,            60,           369,            430,           61,          364,45051,Horry
45051000205, SURFSIDE #2                       ,             696,           243,           441,             656,           230,           426,             761,           206,           543,            725,          149,          565,            645,          216,          428,           639,         197,         426,                760,              219,              532,             893,           272,           612,            890,          265,          610,45051,Horry
45051000210, TILLY SWAMP                       ,             452,           109,           336,             718,           175,           543,             909,           199,           685,            888,          175,          694,            831,          227,          600,           826,         210,         610,               1129,              270,              842,            1668,           405,          1247,           1667,          404,         1231,45051,Horry
45051000216, WILD WING                         ,            1257,           441,           796,            1392,           495,           897,            1744,           482,          1209,           1704,          436,         1218,           1398,          499,          896,          1394,         468,         896,               1984,              645,             1306,            2863,           989,          1843,           2851,         1023,         1775,45051,Horry
45051000115, COASTAL CAROLINA                  ,             908,           336,           561,             816,           317,           499,             938,           373,           503,            905,          333,          536,            644,          288,          346,           638,         261,         349,                799,              329,              446,             875,           376,           477,            875,          390,          475,45051,Horry
45051000124, DUNES #1                          ,            1226,           295,           914,            1468,           313,          1155,            1820,           478,          1298,           1772,          319,         1430,           1797,          513,         1277,          1789,         464,        1299,               2114,              552,             1548,            2760,           773,          1963,           2767,          746,         2012,45051,Horry
45047000011, Laco                              ,             774,           265,           497,             785,           313,           472,             814,           263,           525,            798,          259,          520,            663,          261,          399,           667,         253,         402,                766,              272,              483,             848,           309,           532,            846,          312,          522,45047,Hampton
45013000103, Beaufort 3                        ,             766,           309,           438,             645,           253,           392,             763,           287,           418,            755,          237,          492,            722,          331,          398,           717,         282,         405,                836,              346,              467,            1041,           477,           538,           1046,          484,          547,45013,Beaufort
45013000115, Burton 2C                         ,             870,           274,           584,             958,           278,           680,            1171,           380,           743,           1154,          316,          819,           1073,          382,          696,          1067,         336,         699,               1255,              419,              815,            1533,           555,           957,           1534,          565,          948,45013,Beaufort
45047000030, Civic Center                      ,             793,           497,           283,             785,           508,           277,             733,           435,           280,            712,          417,          290,            587,          335,          253,           589,         323,         248,                727,              422,              297,             878,           502,           367,            882,          527,          346,45047,Hampton
45047000041, Liberty                           ,             613,           362,           243,             563,           330,           233,             545,           292,           239,            521,          282,          231,            413,          209,          205,           408,         201,         205,                504,              260,              236,             565,           285,           270,            568,          290,          263,45047,Hampton
45047000040, Rutherford Shoals                 ,             653,           278,           371,             581,           243,           338,             579,           206,           363,            566,          197,          366,            439,          160,          281,           438,         144,         281,                530,              176,              350,             587,           172,           413,            584,          178,          400,45047,Hampton
45087000004, Buffalo Box 1                     ,             675,           195,           464,             601,           207,           394,             622,           138,           463,            590,          135,          430,            417,          107,          308,           412,          90,         313,                547,              114,              420,             634,           105,           520,            636,          120,          481,45087,Union
45087000010, Jonesville Box 2                  ,             929,           412,           497,             855,           396,           459,             803,           279,           505,            757,          281,          454,            593,          219,          365,           589,         215,         358,                744,              264,              471,             879,           298,           573,            876,          305,          560,45087,Union
45017000009, Midway                            ,             302,            94,           204,             285,            80,           205,             261,            68,           190,            254,           63,          188,            211,           64,          152,           211,          56,         152,                242,               61,              180,             257,            60,           197,            258,           60,          197,45017,Calhoun
45017000012, St. Matthews                      ,             959,           404,           539,            1036,           503,           533,             985,           443,           516,            971,          407,          542,            811,          360,          441,           811,         355,         440,                986,              442,              531,            1187,           541,           633,           1190,          553,          622,45017,Calhoun
45017000005, Dixie                             ,            1387,          1071,           294,            1318,          1054,           264,            1237,           944,           267,           1214,          892,          300,            997,          762,          222,          1000,         746,         226,               1244,              944,              285,            1524,          1147,           360,           1527,         1160,          352,45017,Calhoun
45017000001, Bethel                            ,             669,           236,           425,             709,           290,           419,             662,           189,           457,            647,          203,          426,            505,          171,          336,           509,         166,         331,                627,              195,              421,             717,           212,           501,            719,          228,          479,45017,Calhoun
45087000021, Union Ward 4 Box 1                ,             537,           166,           364,             557,           205,           352,             465,           154,           303,            460,          147,          299,            384,          133,          251,           384,         121,         261,                495,              166,              323,             643,           223,           415,            642,          221,          410,45087,Union
45087000022, Union Ward 4 Box 2                ,             245,           162,            74,             245,           191,            54,             186,           132,            50,            176,          121,           50,            114,           84,           30,           118,          83,          30,                167,              118,               46,             210,           137,            70,            210,          143,           65,45087,Union
45029000006, Cottageville                      ,             921,           337,           567,             902,           315,           587,            1001,           289,           677,            962,          245,          689,            796,          264,          533,           796,         256,         520,                992,              316,              655,            1214,           418,           779,           1214,          425,          736,45029,Colleton
45059000012, CLINTON 1                         ,             946,           418,           510,             937,           458,           479,             860,           372,           450,            801,          312,          467,            652,          295,          361,           653,         285,         362,                822,              351,              457,             975,           417,           546,            977,          426,          542,45059,Laurens
45059000017, CLINTON 3                         ,             986,           266,           704,             906,           245,           661,            1030,           281,           720,           1011,          220,          769,            834,          248,          582,           825,         207,         598,                994,              263,              718,            1143,           316,           822,           1144,          309,          819,45059,Laurens
45059000021, GREENPOND                         ,            1032,           284,           733,             993,           283,           710,            1169,           220,           916,           1146,          221,          881,            913,          194,          714,           913,         175,         717,               1114,              214,              880,            1292,           232,          1041,           1285,          249,         1014,45059,Laurens
45059000034, CLINTON MILL                      ,             931,           669,           251,             837,           640,           197,             879,           583,           277,            807,          496,          281,            581,          413,          168,           584,         397,         172,                758,              506,              238,             854,           559,           285,            863,          586,          256,45059,Laurens
45061000015, Rattlesnake Springs               ,             332,           162,           163,             291,           153,           138,             308,           150,           151,            296,          143,          143,            202,          105,           99,           205,          93,         108,                261,              124,              133,             271,           126,           142,            270,          128,          137,45061,Lee
45051000105, BAYBORO-GURLEY                    ,             831,           294,           521,             794,           312,           482,             862,           275,           574,            841,          265,          558,            650,          244,          411,           660,         236,         414,                825,              279,              538,             969,           329,           631,            964,          332,          621,45051,Horry
45051000166, METHODIST-MILL SWAMP              ,             797,            95,           686,             736,           102,           634,             853,            70,           771,            836,           76,          745,            610,           48,          552,           611,          36,         560,                815,               67,              743,            1003,            87,           914,           1001,           89,          896,45051,Horry
45051000181, OCEAN FOREST #1                   ,             881,           273,           594,             874,           251,           623,             992,           284,           678,            959,          244,          690,            885,          296,          585,           881,         269,         590,               1033,              324,              693,            1267,           438,           822,           1268,          437,          812,45051,Horry
45051000206, SURFSIDE #3                       ,            1072,           369,           684,            1242,           367,           875,            1581,           386,          1146,           1502,          329,         1139,           1257,          347,          908,          1247,         326,         902,               1593,              417,             1150,            1990,           560,          1413,           1987,          569,         1392,45051,Horry
45051000194, SALEM                             ,             971,           278,           670,            1066,           281,           785,            1319,           265,           993,           1290,          266,          995,           1152,          294,          851,          1154,         273,         854,               1468,              347,             1092,            1962,           488,          1450,           1964,          499,         1422,45051,Horry
45075000147, Springfield                       ,             930,           550,           365,             997,           619,           378,             840,           467,           356,            833,          463,          357,            659,          381,          283,           663,         381,         283,                800,              450,              343,             903,           506,           392,            905,          512,          388,45075,Orangeburg
45075000127, Cordova 1                         ,            1024,           514,           497,            1111,           604,           507,            1033,           503,           512,           1009,          488,          497,            787,          415,          369,           781,         391,         373,                949,              473,              467,            1051,           515,           531,           1050,          525,          517,45075,Orangeburg
45075000142, Bolentown                         ,             799,           343,           451,            1010,           514,           496,             922,           453,           455,            910,          427,          450,            682,          374,          306,           682,         358,         309,                828,              409,              408,             897,           413,           472,            896,          428,          454,45075,Orangeburg
45013000200, Daufuskie                         ,             268,           119,           143,             308,           117,           191,             314,           115,           185,            309,           96,          206,            300,          109,          191,           294,         105,         191,                320,              114,              201,             343,           125,           215,            339,          122,          216,45013,Beaufort
45001000014, Lebanon                           ,             541,           174,           359,             521,           168,           353,             577,           164,           394,            555,          157,          377,            473,          138,          330,           468,         121,         339,                546,              143,              391,             608,           144,           459,            608,          148,          447,45001,Abbeville
45001000007, Calhoun Falls                     ,            1516,           983,           513,            1319,           875,           444,            1329,           788,           519,           1273,          748,          507,            940,          576,          370,           949,         562,         381,               1146,              670,              465,            1199,           663,           525,           1193,          682,          503,45001,Abbeville
45045000359, MOORE CREEK                       ,            1144,           446,           675,            1398,           587,           811,            2091,           875,          1105,           2055,          788,         1206,           1904,          966,          936,          1906,         884,         971,               2384,             1092,             1236,            3175,          1501,          1611,           3180,         1545,         1580,45045,Greenville
45045000359, MOORE CREEK                       ,            1144,           446,           675,            1398,           587,           811,            2091,           875,          1105,           2055,          788,         1206,           1904,          966,          936,          1906,         884,         971,               2384,             1092,             1236,            3175,          1501,          1611,           3180,         1545,         1580,45045,Greenwood
45057000016, Lancaster East                    ,             997,           704,           282,             988,           689,           299,             846,           555,           270,            809,          519,          272,            652,          419,          227,           652,         397,         243,                881,              562,              306,            1171,           726,           431,           1170,          739,          416,45057,Lancaster
45013000179, Burton 1D                         ,             650,           342,           299,             780,           436,           344,             388,           153,           214,            380,          149,          210,            258,          147,          112,           260,         142,         114,                352,              165,              175,             425,           204,           202,            425,          216,          193,45013,Beaufort
45013000163, Seabrook 3                        ,             939,           575,           350,             971,           588,           383,             935,           524,           373,            921,          528,          375,            726,          442,          282,           722,         429,         277,                848,              494,              340,             912,           524,           384,            911,          523,          372,45013,Beaufort
45013000120, Chechessee 1                      ,             613,           212,           396,            1114,           343,           771,            1166,           397,           721,           1145,          266,          864,           1072,          382,          688,          1052,         318,         716,               1211,              397,              800,            1424,           535,           881,           1433,          496,          931,45013,Beaufort
45013000303, Bluffton 1C                       ,             889,           339,           535,             959,           319,           640,            1015,           332,           631,            984,          269,          692,            796,          293,          505,           784,         256,         520,               1022,              351,              654,            1279,           465,           797,           1277,          477,          785,45013,Beaufort
45045000343, WOODMONT                          ,            1446,           816,           602,            1434,           839,           595,            1581,           771,           755,           1554,          705,          802,           1283,          712,          566,          1283,         680,         578,               1640,              838,              772,            2072,          1055,           983,           2073,         1094,          951,45045,Greenville
45045000343, WOODMONT                          ,            1446,           816,           602,            1434,           839,           595,            1581,           771,           755,           1554,          705,          802,           1283,          712,          566,          1283,         680,         578,               1640,              838,              772,            2072,          1055,           983,           2073,         1094,          951,45045,Greenwood
45045000313, SIMPSONVILLE 4                    ,            1262,           529,           717,            1247,           528,           719,            1284,           491,           728,           1259,          454,          747,            960,          449,          507,           964,         405,         536,               1203,              513,              662,            1390,           632,           734,           1388,          655,          717,45045,Greenville
45045000313, SIMPSONVILLE 4                    ,            1262,           529,           717,            1247,           528,           719,            1284,           491,           728,           1259,          454,          747,            960,          449,          507,           964,         405,         536,               1203,              513,              662,            1390,           632,           734,           1388,          655,          717,45045,Greenwood
45045000352, GRAZE BRANCH                      ,             972,           308,           646,            1072,           255,           817,            1145,           314,           785,           1130,          244,          867,            953,          317,          633,           953,         273,         663,               1184,              345,              819,            1469,           455,           989,           1470,          475,          976,45045,Greenville
45045000352, GRAZE BRANCH                      ,             972,           308,           646,            1072,           255,           817,            1145,           314,           785,           1130,          244,          867,            953,          317,          633,           953,         273,         663,               1184,              345,              819,            1469,           455,           989,           1470,          475,          976,45045,Greenwood
45045000328, TAYLORS                           ,            1450,           720,           695,            1322,           617,           705,            1482,           609,           768,           1441,          557,          830,           1086,          517,          568,          1087,         483,         582,               1334,              578,              716,            1460,           645,           771,           1469,          673,          773,45045,Greenville
45045000328, TAYLORS                           ,            1450,           720,           695,            1322,           617,           705,            1482,           609,           768,           1441,          557,          830,           1086,          517,          568,          1087,         483,         582,               1334,              578,              716,            1460,           645,           771,           1469,          673,          773,45045,Greenwood
45045000289, OAKVIEW                           ,            1856,           537,          1288,            1811,           442,          1369,            2035,           557,          1347,           2020,          439,         1533,           1658,          564,         1090,          1657,         488,        1142,               2049,              626,             1381,            2474,           867,          1571,           2483,          839,         1613,45045,Greenville
45045000289, OAKVIEW                           ,            1856,           537,          1288,            1811,           442,          1369,            2035,           557,          1347,           2020,          439,         1533,           1658,          564,         1090,          1657,         488,        1142,               2049,              626,             1381,            2474,           867,          1571,           2483,          839,         1613,45045,Greenwood
45045000205, GREENVILLE 5                      ,            1397,           853,           517,            1349,           780,           569,            1658,           954,           559,           1603,          765,          781,           1468,         1007,          453,          1459,         912,         512,               1725,             1057,              616,            2096,          1341,           693,           2098,         1375,          698,45045,Greenville
45045000205, GREENVILLE 5                      ,            1397,           853,           517,            1349,           780,           569,            1658,           954,           559,           1603,          765,          781,           1468,         1007,          453,          1459,         912,         512,               1725,             1057,              616,            2096,          1341,           693,           2098,         1375,          698,45045,Greenwood
45045000206, GREENVILLE 6                      ,             297,           246,            41,             331,           289,            42,             283,           216,            57,            272,          203,           63,            217,          179,           29,           217,         175,          29,                267,              213,               49,             302,           247,            49,            303,          253,           48,45045,Greenville
45045000206, GREENVILLE 6                      ,             297,           246,            41,             331,           289,            42,             283,           216,            57,            272,          203,           63,            217,          179,           29,           217,         175,          29,                267,              213,               49,             302,           247,            49,            303,          253,           48,45045,Greenwood
45045000226, GREENVILLE 26                     ,            1059,           667,           364,            1020,           693,           327,            1129,           681,           360,           1097,          601,          465,            890,          588,          297,           888,         545,         319,               1122,              709,              377,            1352,           904,           409,           1357,          920,          412,45045,Greenville
45045000226, GREENVILLE 26                     ,            1059,           667,           364,            1020,           693,           327,            1129,           681,           360,           1097,          601,          465,            890,          588,          297,           888,         545,         319,               1122,              709,              377,            1352,           904,           409,           1357,          920,          412,45045,Greenwood
45045000348, CASTLE ROCK                       ,            1428,           310,          1086,            1499,           334,          1165,            1796,           317,          1394,           1754,          283,         1413,           1454,          368,         1082,          1454,         320,        1106,               1810,              381,             1390,            2214,           498,          1683,           2214,          512,         1663,45045,Greenville
45045000348, CASTLE ROCK                       ,            1428,           310,          1086,            1499,           334,          1165,            1796,           317,          1394,           1754,          283,         1413,           1454,          368,         1082,          1454,         320,        1106,               1810,              381,             1390,            2214,           498,          1683,           2214,          512,         1663,45045,Greenwood
45083000139, Lyman Elementary                  ,             810,           228,           568,             981,           257,           724,            1240,           247,           949,           1214,          227,          942,            937,          228,          703,           941,         195,         720,               1224,              262,              928,            1503,           322,          1149,           1499,          345,         1109,45083,Spartanburg
45045000266, GROVE                             ,             888,           564,           306,             901,           599,           302,             961,           572,           355,            948,          530,          390,            728,          461,          273,           733,         431,         290,                950,              558,              376,            1171,           671,           485,           1176,          685,          479,45045,Greenville
45045000266, GROVE                             ,             888,           564,           306,             901,           599,           302,             961,           572,           355,            948,          530,          390,            728,          461,          273,           733,         431,         290,                950,              558,              376,            1171,           671,           485,           1176,          685,          479,45045,Greenwood
45045000354, HILLCREST                         ,            1384,           438,           921,            1476,           483,           993,            1828,           581,          1138,           1780,          460,         1280,           1445,          578,          867,          1433,         505,         903,               1766,              611,             1115,            2057,           768,          1255,           2057,          774,         1263,45045,Greenville
45045000354, HILLCREST                         ,            1384,           438,           921,            1476,           483,           993,            1828,           581,          1138,           1780,          460,         1280,           1445,          578,          867,          1433,         505,         903,               1766,              611,             1115,            2057,           768,          1255,           2057,          774,         1263,45045,Greenwood
45045000353, GREENBRIAR                        ,             998,           496,           486,            1134,           472,           662,            1266,           458,           741,           1247,          379,          828,           1043,          510,          533,          1039,         459,         561,               1223,              508,              688,            1382,           612,           747,           1382,          629,          741,45045,Greenville
45045000353, GREENBRIAR                        ,             998,           496,           486,            1134,           472,           662,            1266,           458,           741,           1247,          379,          828,           1043,          510,          533,          1039,         459,         561,               1223,              508,              688,            1382,           612,           747,           1382,          629,          741,45045,Greenwood
45045000219, GREENVILLE 19                     ,            1454,          1260,           173,            1367,          1160,           207,            1197,           961,           179,           1184,          899,          264,           1076,          892,          182,          1085,         857,         192,               1257,             1005,              229,            1505,          1196,           278,           1507,         1224,          273,45045,Greenville
45045000219, GREENVILLE 19                     ,            1454,          1260,           173,            1367,          1160,           207,            1197,           961,           179,           1184,          899,          264,           1076,          892,          182,          1085,         857,         192,               1257,             1005,              229,            1505,          1196,           278,           1507,         1224,          273,45045,Greenwood
45045000322, STONEHAVEN                        ,            1284,           384,           881,            1188,           311,           877,            1280,           397,           798,           1266,          294,          945,           1057,          393,          661,          1051,         347,         685,               1335,              442,              864,            1671,           611,          1037,           1676,          602,         1060,45045,Greenville
45045000322, STONEHAVEN                        ,            1284,           384,           881,            1188,           311,           877,            1280,           397,           798,           1266,          294,          945,           1057,          393,          661,          1051,         347,         685,               1335,              442,              864,            1671,           611,          1037,           1676,          602,         1060,45045,Greenwood
45013000141, Mossy Oaks 1B                     ,             737,           242,           489,             752,           233,           519,             802,           251,           504,            790,          198,          571,            715,          276,          439,           713,         245,         441,                787,              270,              495,             852,           323,           503,            852,          333,          500,45013,Beaufort
45013000308, Moss Creek                        ,            1365,           513,           840,            1219,           382,           837,            1368,           527,           775,           1336,          393,          927,           1290,          496,          793,          1290,         452,         827,               1322,              490,              816,            1319,           539,           777,           1323,          529,          790,45013,Beaufort
45013000223, Hilton Head 11                    ,             832,           297,           527,             894,           287,           607,             831,           330,           468,            810,          217,          586,            769,          360,          406,           748,         292,         449,                843,              335,              500,             948,           403,           541,            950,          394,          550,45013,Beaufort
45041000051, Prospect                          ,             245,            21,           220,             239,            27,           212,             310,            18,           287,            308,           24,          277,            196,           15,          180,           194,          11,         180,                247,               13,              230,             244,            10,           234,            244,           10,          230,45041,Florence
45041000063, West Florence 1                   ,            1620,           542,          1058,            1584,           579,          1005,            1912,           682,          1156,           1869,          565,         1271,           1459,          562,          894,          1459,         539,         899,               1888,              703,             1156,            2326,           933,          1358,           2329,          957,         1348,45041,Florence
45041000012, Ebenezer No. 3                    ,             774,           211,           554,             760,           188,           572,             870,           249,           591,            848,          185,          649,            746,          236,          514,           743,         211,         524,                895,              260,              625,            1099,           344,           746,           1099,          346,          742,45041,Florence
45041000047, Oak Grove-Sardis                  ,             784,           139,           634,             770,           149,           621,             832,           147,           673,            811,          141,          658,            606,          103,          503,           606,          94,         506,                723,              123,              593,             766,           131,           631,            767,          145,          605,45041,Florence
45041000033, Greenwood                         ,            1054,           495,           547,            1085,           512,           573,            1176,           531,           603,           1158,          502,          636,           1041,          569,          470,          1045,         535,         479,               1281,              639,              621,            1627,           834,           767,           1633,          860,          753,45041,Florence
45041000057, South Florence 2                  ,            1053,           758,           284,            1140,           886,           254,            1115,           873,           209,           1096,          832,          248,            945,          754,          189,           951,         745,         179,               1126,              893,              218,            1334,          1058,           256,           1338,         1086,          244,45041,Florence
