GEOID20    , Name                              , T_10_CENS_Total, T_10_CENS_White, T_10_CENS_Hispanic, T_10_CENS_Black, T_10_CENS_Asian, T_10_CENS_Native, T_10_CENS_Pacific, T_18_ACS_Total, T_18_ACS_White, T_18_ACS_Hispanic, T_18_ACS_Black, T_18_ACS_Asian, T_18_ACS_Native, T_18_ACS_Pacific, T_19_ACS_Total, T_19_ACS_White, T_19_ACS_Hispanic, T_19_ACS_Black, T_19_ACS_Asian, T_19_ACS_Native, T_19_ACS_Pacific, T_20_CENS_Total, T_20_CENS_White, T_20_CENS_Hispanic, T_20_CENS_Black, T_20_CENS_Asian, T_20_CENS_Native, T_20_CENS_Pacific, T_20_ACS_Total, T_20_ACS_White, T_20_ACS_Hispanic, T_20_ACS_Black, T_20_ACS_Asian, T_20_ACS_Native, T_20_ACS_Pacific, T_22_ACS_Total, T_22_ACS_White, T_22_ACS_Hispanic, T_22_ACS_Black, T_22_ACS_Asian, T_22_ACS_Native, T_22_ACS_Pacific, V_10_VAP_Total, V_10_VAP_White, V_10_VAP_Hispanic, V_10_VAP_Black, V_10_VAP_Asian, V_10_VAP_Native, V_10_VAP_Pacific, V_18_CVAP_Total, V_18_CVAP_White, V_18_CVAP_Hispanic, V_18_CVAP_Black, V_18_CVAP_Asian, V_18_CVAP_Native, V_18_CVAP_Pacific, V_19_CVAP_Total, V_19_CVAP_White, V_19_CVAP_Hispanic, V_19_CVAP_Black, V_19_CVAP_Asian, V_19_CVAP_Native, V_19_CVAP_Pacific, V_20_VAP_Total, V_20_VAP_White, V_20_VAP_Hispanic, V_20_VAP_Black, V_20_VAP_Asian, V_20_VAP_Native, V_20_VAP_Pacific, V_20_VAP_NH_Total, V_20_VAP_NH_White, V_20_VAP_NH_Hispanic, V_20_VAP_NH_BlackAlone, V_20_VAP_NH_AsianAlone, V_20_VAP_NH_NativeAlone, V_20_VAP_NH_PacificAlone, V_20_VAP_NH_OtherAlone, V_20_VAP_NH_TwoOrMore, V_20_CVAP_Total, V_20_CVAP_White, V_20_CVAP_Hispanic, V_20_CVAP_Black, V_20_CVAP_Asian, V_20_CVAP_Native, V_20_CVAP_Pacific, V_22_CVAP_Total, V_22_CVAP_White, V_22_CVAP_Hispanic, V_22_CVAP_Black, V_22_CVAP_Asian, V_22_CVAP_Native, V_22_CVAP_Pacific, V_22_CVAP_RemTwoOrMore
45047000013, Ninety Six Mill                   ,            1224,             978,                 18,             215,               7,                3,                 2,           1057,            991,                 6,             57,              2,               0,                0,            976,            866,                 9,             94,              7,               0,                0,            1198,             984,                 32,             154,               6,               26,                 1,           1206,           1093,                 3,             97,             14,               0,                0,           1394,           1303,                15,             59,             16,               0,                0,            865,            702,                 9,            146,              5,               1,                2,             760,             711,                  2,              46,               0,                0,                 0,             713,             622,                  2,              91,               0,                0,                 0,            876,            756,                16,             87,              6,              15,                1,               876,               756,                   16,                     77,                      1,                       0,                        0,                      3,                    23,             771,             692,                  1,              72,               0,                0,                 0,             882,             831,                 15,              30,               0,                0,                 0,                      0
45047000046, Allie's Crossing                  ,            1185,             949,                 18,             209,               9,                1,                 0,           1140,            966,                22,            147,              3,               1,                0,           1127,            921,                40,            149,             14,               1,                0,            1154,             888,                 15,             225,              14,               16,                 2,           1132,            997,                 9,            109,             20,               0,                0,           1192,           1085,                18,             62,             26,               0,                0,            840,            684,                10,            141,              6,               0,                0,             866,             743,                  2,             113,               0,                1,                 0,             843,             710,                  5,             120,               0,                1,                 0,            894,            687,                11,            180,              5,              13,                1,               894,               687,                   11,                    176,                      1,                       3,                        1,                      2,                    13,             803,             645,                  2,             154,               0,                0,                 0,             841,             717,                 12,              82,              10,                0,                 0,                      0
45061000001, Ashland/Stokes Bridge             ,             781,             499,                 10,             264,               4,                9,                 1,            624,            512,                 0,            112,              0,               0,                0,            571,            456,                 0,            115,              0,               0,                0,             695,             459,                 13,             187,               3,               27,                 1,            505,            400,                 0,            105,              0,               0,                0,            456,            408,                 0,             48,              0,               0,                0,            607,            406,                 4,            191,              1,               8,                1,             525,             455,                  0,              70,               0,                0,                 0,             475,             400,                  0,              75,               0,                0,                 0,            585,            395,                13,            148,              2,              20,                1,               585,               395,                   13,                    144,                      2,                      11,                        0,                      2,                    18,             419,             354,                  0,              65,               0,                0,                 0,             390,             340,                  0,              45,               0,                0,                 0,                      0
45051000189, RACEPATH #1                       ,            1731,             662,                 70,             998,              10,               13,                 3,           1978,           1348,                27,            567,             35,               3,                0,           2480,           1566,                24,            889,              2,               2,                0,            2273,            1112,                103,            1005,              27,               55,                 5,           2774,           1804,                15,            949,              1,               9,                0,           2912,           1771,                19,           1118,              0,              10,                0,           1347,            548,                43,            752,              7,               6,                1,            1516,            1065,                 28,             387,              33,                3,                 0,            1827,            1164,                 24,             637,               0,                3,                 0,           1795,            927,                65,            763,             21,              35,                5,              1795,               927,                   65,                    730,                     10,                       1,                        3,                      2,                    57,            1933,            1110,                  6,             795,               0,               16,                 0,            2136,            1146,                 14,             979,               0,               12,                 0,                      0
45051000117, COASTAL LANE #2                   ,            3379,            1079,                869,            1170,             179,               45,                45,           3862,           1743,               574,           1324,            220,               2,               38,           3966,           1681,               688,           1504,            132,               3,                3,            3667,            1181,                689,            1248,             480,               70,                10,           4071,           1534,               458,           1899,            221,               8,                4,           3642,           1268,               317,           1939,            133,              34,                0,           2495,            898,               631,            782,            111,              38,               30,            2171,            1046,                151,             919,              34,                1,                10,            2026,             944,                137,             876,              54,                2,                 0,           2611,            961,               439,            889,            262,              47,                6,              2611,               961,                  439,                    839,                    156,                       5,                        4,                     28,                   179,            2401,             898,                159,            1253,              79,               11,                 0,            2649,             997,                195,            1421,              44,               33,                 0,                      0
45051000173, MYRTLEWOOD #3                     ,            2341,            2145,                 54,              56,              77,               10,                 2,           2891,           2627,               113,             96,             56,               5,               16,           2745,           2408,               127,            151,             61,               8,               18,            2458,            2116,                 79,             139,              77,               30,                 2,           2591,           2331,               123,             66,             48,              33,               27,           2527,           2260,                63,            107,             92,               7,                0,           1973,           1825,                40,             36,             60,               6,                2,            2157,            1952,                 72,              76,              40,                0,                 0,            2045,            1793,                 60,             127,              45,                0,                 0,           2093,           1801,                71,            114,             64,              25,                0,              2093,              1801,                   71,                    105,                     53,                       8,                        0,                     17,                    38,            1943,            1750,                 48,              70,              17,               21,                 0,            2039,            1833,                 36,             108,              57,                8,                 0,                      0
45061000019, St. Charles                       ,            1301,             292,                 21,             991,               7,                2,                 0,           1286,            326,                 8,            960,              0,               0,                0,           1350,            283,                 1,           1068,              0,               0,                0,            1164,             326,                 11,             813,               5,                9,                 0,           1246,            297,                 4,            954,              1,               0,                0,           1390,            312,                 4,           1062,              0,               0,                0,            972,            237,                15,            723,              6,               2,                0,             887,             235,                  2,             647,               0,                0,                 0,             940,             193,                  1,             744,               0,                0,                 0,            919,            256,                 6,            648,              4,               5,                0,               919,               256,                    6,                    643,                      2,                       0,                        0,                      2,                    10,             933,             225,                  0,             707,               0,                0,                 0,            1083,             288,                  0,             815,               0,                0,                 0,                      0
45061000002, Ashwood                           ,             961,             633,                 31,             291,               3,                8,                 1,            759,            436,                 0,            322,              0,               0,                0,            829,            470,                 0,            360,              0,               0,                0,             896,             565,                 29,             281,               5,               18,                 1,            874,            441,                 0,            433,              0,               0,                0,            868,            341,                 0,            444,              0,             121,                0,            758,            529,                22,            203,              3,               8,                1,             628,             352,                  0,             280,               0,                0,                 0,             614,             381,                  0,             234,               0,                0,                 0,            705,            461,                19,            208,              2,              17,                1,               705,               461,                   19,                    193,                      2,                       7,                        0,                      0,                    23,             663,             425,                  0,             240,               0,                0,                 0,             695,             339,                  0,             273,               0,              128,                 0,                      0
45061000009, Elliott                           ,             638,              65,                  0,             573,               0,                0,                 0,            675,             50,               144,            613,              0,              12,                0,            662,            105,                48,            542,              8,              18,                0,             526,              81,                  9,             441,               1,                3,                 0,            602,             52,                48,            551,             16,               0,                0,            680,            142,                47,            539,             15,               0,                0,            505,             53,                 0,            452,              0,               0,                0,             466,              49,                 58,             350,               0,               14,                 0,             505,              91,                 49,             339,               0,               16,                 0,            444,             65,                 7,            376,              0,               3,                0,               444,                65,                    7,                    362,                      0,                       0,                        0,                      1,                     9,             461,              34,                 75,             363,               0,                4,                 0,             544,             113,                 70,             358,               0,                2,                 0,                     20
45061000012, Lynchburg                         ,             940,             116,                  9,             816,               0,                3,                 0,            683,             75,                 1,            604,              0,               7,                0,            786,            103,                 0,            680,              0,               6,                0,             758,              80,                  7,             662,               9,                8,                 3,            749,             55,                 0,            691,              0,               4,                0,           1088,            182,                 0,            901,              4,               1,                0,            740,            104,                 9,            628,              0,               3,                0,             516,              71,                  0,             437,               0,                9,                 0,             552,              80,                  0,             470,               0,               10,                 0,            635,             75,                 3,            549,              8,               7,                3,               635,                75,                    3,                    544,                      5,                       0,                        0,                      0,                     8,             487,              41,                  0,             445,               0,                5,                 0,             754,              97,                  0,             652,               0,                2,                 0,                      0
45047000049, Angel Oak's Crossing              ,            1725,            1348,                 35,             318,              17,                2,                 1,           1549,           1344,                74,            131,              0,               0,                0,           1424,           1212,                70,            141,              0,               0,                0,            1709,            1329,                 64,             244,              33,               29,                 1,           1540,           1312,               117,            106,              0,               4,                0,           1451,           1215,               124,             69,              6,              11,                0,           1299,           1020,                22,            242,             12,               1,                1,            1137,            1008,                 34,              91,               0,                0,                 0,            1132,             994,                 34,             103,               0,                0,                 0,           1362,           1088,                41,            169,             28,              23,                1,              1362,              1088,                   41,                    150,                     24,                       0,                        0,                      2,                    57,            1227,            1027,                 76,             110,               0,               10,                 0,            1100,             934,                 80,              57,              10,               12,                 0,                      0
45047000008, Pebble Stone Way                  ,            1370,             912,                 35,             398,              22,                6,                 0,           1336,            672,               164,            493,             15,               0,                7,           1370,            675,               140,            557,              0,               4,                0,            1255,             693,                120,             437,               4,               13,                 3,           1472,            650,               129,            693,              0,               4,                0,           1311,            602,               138,            536,              0,              45,                0,           1161,            828,                25,            288,             16,               6,                0,             952,             543,                 17,             378,               6,                0,                 0,            1020,             543,                 29,             452,               0,                6,                 0,           1024,            626,                71,            322,              1,               9,                0,              1024,               626,                   71,                    317,                      0,                       1,                        0,                      0,                     9,            1162,             753,                 10,             423,               0,                4,                 0,            1087,             734,                 24,             341,               0,                9,                 0,                      0
45051000143, GREEN SEA                         ,            1650,            1127,                 37,             468,               4,               21,                 0,           1984,           1653,                20,            319,              0,              12,                0,           1943,           1457,                22,            471,              0,              13,                0,            1597,            1054,                 44,             458,               7,               37,                 1,           1969,           1125,                27,            776,              0,              67,                0,           1766,           1167,                 0,            584,              0,              12,                0,           1213,            854,                16,            326,              3,              17,                0,            1526,            1305,                  1,             216,               0,               13,                 0,            1543,            1208,                  0,             320,               0,               13,                 0,           1207,            839,                29,            310,              4,              29,                0,              1207,               839,                   29,                    298,                      0,                      10,                        0,                      0,                    31,            1513,             930,                  0,             507,               0,               58,                 0,            1302,             907,                  0,             392,               0,               13,                 0,                      0
45061000016, Schrocks Mill/Lucknow             ,             731,             356,                  9,             360,               4,                0,                 2,            644,            367,                28,            248,              3,               0,                0,            735,            313,                45,            376,              6,               0,                0,             628,             355,                 13,             254,               1,                5,                 3,            737,            345,                44,            343,              7,               0,                0,            765,            417,                40,            309,              0,               0,                0,            554,            287,                 7,            256,              3,               0,                1,             554,             318,                 28,             206,               1,                0,                 0,             615,             281,                 45,             287,               3,                0,                 0,            500,            286,                 6,            204,              0,               4,                2,               500,               286,                    6,                    202,                      0,                       3,                        0,                      0,                     3,             636,             292,                102,             348,               0,                0,                 0,             593,             297,                 50,             296,               0,                0,                 0,                      0
45075000124, Branchville 2                     ,             701,             422,                 11,             258,               2,                9,                 0,            757,            403,                20,            311,              3,              23,                0,            872,            560,                19,            275,              3,              16,                0,             680,             421,                  4,             238,               4,               13,                 0,            785,            415,                26,            323,              3,              18,                0,            735,            349,                44,            326,              3,              13,                0,            525,            333,                 8,            176,              2,               8,                0,             517,             276,                 18,             204,               0,               18,                 0,             651,             406,                 18,             211,               0,               15,                 0,            493,            326,                 4,            152,              4,               7,                0,               493,               326,                    4,                    149,                      4,                       0,                        0,                      3,                     7,             682,             336,                 24,             298,               0,               21,                 0,             640,             285,                 45,             295,               0,               15,                 0,                      0
45075000139, North 2                           ,            1966,            1110,                 41,             764,              16,               43,                 0,           1796,            788,                19,            790,             44,             118,                0,           1860,            785,                11,            893,             28,             119,                0,            1769,             955,                 39,             693,              26,               63,                 1,           1619,            911,                 3,            673,             17,               2,                0,           1701,            958,                 3,            696,             30,               3,                0,           1547,            898,                24,            581,             12,              35,                0,            1500,             685,                 21,             673,              61,               61,                 0,            1558,             689,                 10,             758,              42,               60,                 0,           1446,            814,                30,            538,             11,              53,                1,              1446,               814,                   30,                    521,                      8,                      16,                        1,                      2,                    54,            1386,             803,                  2,             575,              23,                2,                 0,            1384,             775,                  3,             581,              31,                3,                 0,                      0
45075000126, Cope                              ,            1063,             668,                  7,             375,               5,                4,                 3,            963,            700,                 0,            229,              0,              32,                0,           1065,            832,                 0,            203,              0,              30,                0,             904,             603,                 15,             258,               5,               21,                 1,           1152,            897,                 0,            223,              0,              29,                0,           1121,            693,                 3,            423,              0,               8,                0,            803,            503,                 5,            285,              5,               2,                2,             681,             550,                  0,             113,               0,               18,                 0,             742,             616,                  0,             102,               0,               19,                 0,            715,            486,                 3,            204,              3,              15,                1,               715,               486,                    3,                    196,                      1,                      10,                        0,                      3,                    16,             860,             670,                  0,             172,               0,               15,                 0,             838,             578,                  3,             257,               0,                0,                 0,                      0
45045000349, FOX CHASE                         ,            2424,            2127,                172,              98,              18,               15,                 1,           2418,           1772,               286,            405,              5,               0,                0,           2378,           1794,               273,            358,             12,               0,                2,            2680,            2198,                222,             192,              27,               53,                 6,           2123,           1597,               246,            373,             24,               0,               23,           2257,           1616,               269,            365,             83,               0,               31,           1856,           1661,               107,             64,             14,              12,                0,            1785,            1522,                 62,             194,               0,                0,                 0,            1780,            1523,                 86,             167,               6,                0,                 0,           2137,           1805,               148,            124,             22,              44,                4,              2137,              1805,                  148,                    106,                     18,                       5,                        4,                      0,                    51,            1664,            1537,                 77,              79,               0,                0,                 0,            1831,            1584,                104,             117,               2,                0,                 0,                     45
45045000303, ROCKY CREEK                       ,            2538,            1560,                173,             623,             166,               12,                 5,           2715,           1542,               468,            629,            127,               0,                8,           3250,           1781,               480,            864,            165,               0,               26,            3075,            1729,                275,             771,             251,               37,                 2,           3050,           1344,               551,           1113,            121,               0,               21,           3357,           1659,               287,           1139,            318,              67,                0,           1950,           1331,               118,            378,            110,               6,                5,            1930,            1275,                215,             420,              15,                0,                10,            2440,            1475,                220,             685,              30,                0,                25,           2506,           1546,               206,            520,            191,              32,                1,              2506,              1546,                  206,                    493,                    172,                       8,                        0,                     12,                    69,            2456,            1107,                287,            1009,              33,                0,                18,            2785,            1410,                260,            1025,              80,               10,                 0,                      0
45045000251, DOVE TREE                         ,            2353,            1825,                171,             283,              61,               14,                 0,           2480,           1724,               227,            431,            171,               8,               45,           2368,           1565,               123,            378,            143,               0,              209,            2632,            1939,                212,             318,             107,               47,                16,           2130,           1460,                90,            325,             76,               0,              199,           2270,           1658,               174,            346,             60,               5,                0,           1838,           1451,               113,            211,             48,              11,                0,            1905,            1406,                130,             246,             107,                0,                18,            1776,            1305,                 67,             250,              65,                0,                87,           2086,           1562,               159,            236,             94,              37,               13,              2086,              1562,                  159,                    198,                     77,                       4,                        1,                      8,                    77,            1607,            1243,                 64,             153,              73,                0,               155,            1764,            1469,                138,             142,              64,                9,                 0,                      0
45045000297, POINSETT                          ,            3774,            2686,                560,             462,              41,              113,                 0,           4131,           2769,               692,            615,             46,              36,                0,           4144,           2774,               793,            493,             67,              24,                0,            4944,            3414,                781,             621,              75,              154,                 6,           3962,           2733,               707,            491,             33,              18,                0,           4681,           3332,               658,            647,             17,              54,                0,           2919,           2183,               365,            326,             28,              71,                0,            2880,            2454,                 86,             323,               0,               34,                 0,            3020,            2474,                232,             291,               0,               25,                 0,           4058,           2978,               515,            452,             62,             100,                5,              4058,              2978,                  515,                    388,                     47,                       8,                        4,                      5,                   113,            2874,            2424,                229,             210,               7,               14,                 0,            3896,            3047,                361,             436,              34,               49,                 0,                      0
45047000048, Parson's Mill                     ,            1181,             868,                 28,             245,              42,                3,                 0,           1149,            769,                24,            259,             62,               0,                0,           1213,            768,                28,            311,             66,               0,                0,            1706,            1065,                 78,             494,              50,               21,                 3,           1735,           1035,                 0,            275,            215,               0,                0,           1829,           1164,                 9,            327,            237,               0,                0,            947,            728,                18,            176,             27,               1,                0,             947,             669,                 17,             224,              36,                0,                 0,             975,             650,                 18,             251,              53,                0,                 0,           1404,            941,                53,            359,             32,              19,                0,              1404,               941,                   53,                    333,                     29,                       4,                        0,                      5,                    39,            1322,             915,                  0,             172,             216,                0,                 0,            1405,            1011,                  6,             199,             184,                0,                 0,                      0
45035000077, Patriot                           ,            2906,             859,                208,            1746,              88,               44,                10,           2798,           1234,               138,           1346,             33,              10,                0,           2383,            958,               197,           1137,             12,              32,                0,            3087,             740,                380,            1839,             108,               73,                14,           2382,            654,               168,           1414,             45,              21,                0,           2590,            579,               296,           1607,             42,              44,                0,           1887,            681,               121,           1007,             59,              34,                7,            2103,            1080,                 52,             940,               9,                9,                 0,            1677,             843,                 17,             798,              12,               33,                 0,           2148,            611,               222,           1208,             62,              51,               14,              2148,               611,                  222,                   1149,                     51,                      10,                       11,                     23,                    71,            1524,             735,                  1,             820,               2,               19,                 0,            1770,             712,                 97,            1000,               3,               35,                 0,                      0
45045000302, ROCK HILL                         ,            3620,            2583,                387,             591,              59,               19,                 1,           3799,           2669,               388,            607,            113,              46,                0,           3671,           2566,               298,            620,            141,              32,                0,            3984,            2586,                508,             713,             114,               75,                11,           3654,           2508,               403,            598,            144,              65,                0,           3512,           2624,               171,            596,            112,              11,                0,           2947,           2190,               281,            430,             49,              15,                1,            2753,            2145,                132,             412,              46,               13,                 0,            2618,            2006,                130,             418,              56,               13,                 0,           3262,           2177,               382,            543,            101,              66,                8,              3262,              2177,                  382,                    495,                     82,                       7,                        3,                     20,                    96,            2641,            1909,                234,             419,              65,               24,                 0,            2800,            2065,                138,             524,              37,               20,                 0,                      0
45045000249, DEVENGER                          ,            2297,            2127,                 72,              42,              56,                7,                 0,           2347,           2053,               127,            104,             35,              25,                0,           2207,           1982,                77,            106,             20,              18,                0,            2313,            2045,                 85,              77,              62,               36,                 2,           1981,           1841,                15,             88,             21,              14,                0,           1905,           1776,                62,             14,             42,              11,                0,           1720,           1597,                47,             31,             43,               7,                0,            1740,            1563,                 74,              62,              33,               11,                 0,            1667,            1522,                 44,              70,              19,                9,                 0,           1732,           1573,                43,             49,             45,              19,                2,              1732,              1573,                   43,                     34,                     35,                       0,                        0,                      2,                    45,            1529,            1462,                  4,              44,              17,                5,                 0,            1462,            1420,                 22,               3,              30,                6,                 0,                      0
45045000282, MAULDIN 7                         ,            2471,            1852,                137,             201,             279,                3,                 8,           2392,           1658,               156,            257,            323,               6,                0,           2565,           1894,               155,            253,            262,               5,                0,            2654,            1856,                191,             252,             315,               31,                 0,           2420,           1386,               140,            650,            239,               6,                0,           2746,           1760,               183,            598,            206,               4,                0,           1682,           1316,                78,            130,            158,               1,                4,            1752,            1291,                128,             178,             155,                8,                 0,            1790,            1386,                116,             170,             107,                3,                 0,           1937,           1404,               118,            178,            208,              24,                0,              1937,              1404,                  118,                    156,                    191,                       1,                        0,                      3,                    64,            1616,            1069,                112,             347,              74,                4,                 0,            1982,            1344,                146,             360,             126,                0,                 0,                      0
